Page,Element,Status,Suggestion
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/pressKit"">Press Kit</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""http://www.basis.org.bd/index.php/site/basisInPage/13"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tOur Initiatives\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""dropdown-item"" href=""#"">Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/21"">BASIS National ICT Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""dropdown-item"" href=""http://outsourcingaward.basis.org.bd/"">BASIS Outsourcing Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/4"">Bangladesh Internet Week</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""dropdown-item"" href=""#"">Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""dropdown-item"" href=""http://www.softexpo.com.bd/"">BASIS SoftExpo</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""dropdown-item"" href=""https://www.digitalworld.org.bd/"">Digital World</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/10"">BizTech</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""nav-link tcrNI"" href=""https://basis.org.bd/index.php/memberpanel/login"">Member Login <img height=""30"" src=""https://basis.org.bd/Assets/images/login.png""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/about"">About</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/mission"">Mission</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/vision"">Vision</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/coreValues"">Core Values</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/aboutPage/1"">About Bangladesh ICT Sector</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA active"" href=""https://basis.org.bd/index.php/site/aboutPage/31"">Executive Councils (2018-2020)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/aboutPage/16"">Previous EC\'s</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/aboutPage/17"">Standing Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/aboutPage/19"">Forums and Focus Groups</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/aboutPage/18"">BASIS Board Sub Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/aboutPage/32"">Advisory Committee</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/aboutPage/33"">Other Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/aboutPage/20"">BASIS Secretariat </a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn"" href=""http://www.linkedin.com/in/almaskabir"" target=""_blank"">LinkedIn Profile</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn"" href=""https://www.linkedin.com/in/farhanarahman/"" target=""_blank"">LinkedIn Profile</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn"" href=""https://www.linkedin.com/in/shoeb-ahmed-masud-9a562a6/"" target=""_blank"">LinkedIn Profile</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn"" href=""https://www.linkedin.com/in/mushfiqur-rahman-917a497/"" target=""_blank"">LinkedIn Profile</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn"" href=""https://www.linkedin.com/in/spondon/"" target=""_blank"">LinkedIn Profile</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn"" href=""https://www.linkedin.com/in/didarul-alam-b021a682/"" target=""_blank"">LinkedIn Profile</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn"" href=""https://www.linkedin.com/in/luna-shamsuddoha-b461b412/"" target=""_blank"">LinkedIn Profile</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn"" href=""https://www.linkedin.com/in/mustafa-islam-duke-39bbb35/"" target=""_blank"">LinkedIn Profile</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn"" href=""https://www.linkedin.com/in/fahimmashroor/"" target=""_blank"">LinkedIn Profile</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tBtnR tcwB"" href=""https://basis.org.bd/index.php/site/wNews/126"">DETAILS</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/401"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a href=""https://basis.org.bd/index.php/site/photoGalleryDetails/1""><img class=""mAuto"" id=""innerPagePictureGIT"" src=""https://basis.org.bd/photo_gallery/CP3A0598.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tBtnR tcwB"" href=""https://basis.org.bd/index.php/site/photoGallery"">See All</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""tcr titleSizeST"" href=""mailto:info@basis.org.bd"">Email: info@basis.org.bd</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""footerLinkArrow titleSizeST"" href=""http://www.ictd.gov.bd/""> ICT Division, Bangladesh</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""footerLinkArrow titleSizeST"" href=""http://a2i.pmo.gov.bd/""> a2i  Access to Information</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""footerLinkArrow titleSizeST"" href=""http://nbr.gov.bd/""> <span class=""f11"">National Board of Revenue (NBR), Bangladesh</span></a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""footerLinkArrow titleSizeST"" href=""#""> BASIS A2I Joint Initiative</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""footerLinkArrow titleSizeST"" href=""#""> BITMAP Project</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a class=""footerLinkArrow titleSizeST"" href=""#""> Software Technology Park</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a href=""http://www.unicert.co.uk/client/search.php?country=Bangladesh&amp;query=BDQ132124"" target=""_blank"">ISO 9001:2015</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a href=""http://magnitodigital.com/"" target=""_blank"">Magnito Digital Ltd</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/31',"b'<a href=""http://www.systechdigital.com/"" target=""_blank"">Systech Digital Limited</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a href=""https://basis.org.bd/index.php/site/about"">About BASIS</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a href=""http://www.basis.org.bd/index.php/site/memberPage/3"">Membership</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a href=""https://basis.org.bd/index.php/site/annualReport"">Resources</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a href=""https://basis.org.bd/index.php/site/currentNews"">Media Center</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a href=""http://www.basis.org.bd/index.php/site/basisInPage/13"">Our Initiatives</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/about"">About BASIS</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/mission"">Mission</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/vision"">Vision</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/coreValues"">Core Values</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/31"">Executive Council (EC)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/16"">Previous ECs</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""#"">Committees &amp; Forums</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/17"">Standing Committee(s)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/19"">Forums/Focus Groups</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/18"">Board Sub-Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/32"">Advisory Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/33"">Other Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/13"">BASIS E-Commerce Alliance</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""http://studentsforum.basis.org.bd/"">BASIS Students Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/14"">BASIS Womens Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/20"">BASIS Secretariat</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""http://www.onebangladesh.com.bd/"">One Bangladesh</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""http://www.bangladeshnext.com.bd/"">Bangladesh Next</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/memberPage/3"">Membership Process</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""#"">Services for Members</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/memberPage/9"">General Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/memberpanel"">Member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""http://basis.eserve.org.bd/"">Non-member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/memberPage/11"">Code of Conduct</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/memberList"">Member List</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/knowledgePage/1"">About Bangladesh ICT Sector</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/publications"">Publications</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/circulars"">Circulars</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/gazettes"">Gazettes</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/annualReport"">Annual Reports</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/currentNews"">Current News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/events"">Upcoming Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/wNewsList"">Industry News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""#"">BASIS Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/photoGallery"">Photo Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/videoGallery"">Video Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/pressReleaseList"">Press Release</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/pressKit"">Press Kit</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""#"">Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/basisInPage/21"">BASIS National ICT Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""http://outsourcingaward.basis.org.bd/"">BASIS Outsourcing Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/basisInPage/4"">Bangladesh Internet Week</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsA"" href=""#"">Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""http://www.softexpo.com.bd/"">BASIS SoftExpo</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://www.digitalworld.org.bd/"">Digital World</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/basisInPage/10"">BizTech</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a href=""https://basis.org.bd/index.php/authAPI/login"" id=""memberLogin"">Member Login <img height=""30"" src=""https://basis.org.bd/Assets/images/login.png""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""navbar-brand"" href=""https://basis.org.bd/index.php/site"">\n<img class=""d-inline-block align-top"" height=""30"" src=""https://basis.org.bd/Assets/images/logo.png""/>\n</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""https://basis.org.bd/index.php/site/about"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tAbout BASIS\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/about"">About BASIS</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/mission"">Mission</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/vision"">Vision</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/coreValues"">Core Values</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/31"">Executive Council (EC)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/16"">Previous ECs</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""#"">Committees &amp; Forums</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/17"">Standing Committee(s)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/19"">Forums/Focus Groups</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/18"">Board Sub-Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/32"">Advisory Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/33"">Other Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/13"">BASIS E-Commerce Alliance</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""http://studentsforum.basis.org.bd/"">BASIS Students Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/14"">BASIS Womens Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/20"">BASIS Secretariat</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""http://www.onebangladesh.com.bd/"">One Bangladesh</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""http://www.bangladeshnext.com.bd/"">Bangladesh Next</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""http://www.basis.org.bd/index.php/site/memberPage/3"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tMembership\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberPage/3"">Membership Process</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""#"">Services for Members</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberPage/9"">General Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/memberpanel"">Member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""http://basis.eserve.org.bd/"">Non-member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberPage/11"">Code of Conduct</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberList"">Member List</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""https://basis.org.bd/index.php/site/annualReport"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tResources\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/knowledgePage/1"">About Bangladesh ICT Sector</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/publications"">Publications</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/circulars"">Circulars</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/gazettes"">Gazettes</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/annualReport"">Annual Reports</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""https://basis.org.bd/index.php/site/currentNews"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tMedia Center\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/currentNews"">Current News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/events"">Upcoming Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/wNewsList"">Industry News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""#"">BASIS Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/photoGallery"">Photo Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/videoGallery"">Video Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/pressReleaseList"">Press Release</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/pressKit"">Press Kit</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""http://www.basis.org.bd/index.php/site/basisInPage/13"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tOur Initiatives\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""#"">Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/21"">BASIS National ICT Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""http://outsourcingaward.basis.org.bd/"">BASIS Outsourcing Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/4"">Bangladesh Internet Week</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""#"">Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""http://www.softexpo.com.bd/"">BASIS SoftExpo</a>'",Ok,None
b'https://basis.org.bd/index.php/site/aboutPage/16',"b'<a class=""dropdown-item"" href=""https://www.digitalworld.org.bd/"">Digital World</a>'",Ok,None
